Elapsed Time (min),Date,Voltage (V),R_therm (Ohms),Temp_SH (K),Temp_SH (F),Temp_SH (C),Temp_Beta (K),Temp_Beta (F),Temp_Beta (C)
71.3,09-18-2025 14:04:11,1.6663,4998.4064,314.7,106.84,41.58,314.62,106.64,41.47
71.32,09-18-2025 14:04:12,0.2537,534.4939,381.5,226.96,108.31,382.78,229.33,109.63
71.33,09-18-2025 14:04:13,4.1966,52237.4358,264.2,15.89,-8.95,265.07,17.46,-8.08
71.36,09-18-2025 14:04:15,4.7516,191308.5053,241.9,-24.28,-31.27,243.83,-20.77,-29.32
71.38,09-18-2025 14:04:16,1.4376,4035.334,320.2,116.66,47.03,320.07,116.46,46.92
71.4,09-18-2025 14:04:17,3.6392,26742.7548,277.1,39.12,3.96,277.54,39.91,4.39
71.41,09-18-2025 14:04:18,1.9065,6162.9223,309.6,97.53,36.4,309.46,97.35,36.31
71.43,09-18-2025 14:04:19,0.561,1263.7982,353.0,175.66,79.81,353.31,176.29,80.16
71.46,09-18-2025 14:04:21,3.2597,18730.4723,284.4,52.29,11.27,284.67,52.73,11.52
71.48,09-18-2025 14:04:22,1.7648,5454.7562,312.6,102.92,39.4,312.44,102.73,39.29
71.49,09-18-2025 14:04:23,3.3276,19896.4834,283.2,50.01,10.01,283.43,50.51,10.28
71.51,09-18-2025 14:04:24,1.6787,5054.2895,314.5,106.34,41.3,314.34,106.14,41.19
71.53,09-18-2025 14:04:25,1.1942,3137.7991,326.8,128.58,53.66,326.74,128.45,53.59
71.56,09-18-2025 14:04:27,0.2691,568.7298,379.3,223.01,106.12,380.49,225.21,107.34
71.57,09-18-2025 14:04:28,1.4558,4107.357,319.7,115.83,46.57,319.62,115.64,46.47
71.59,09-18-2025 14:04:29,0.7832,1857.2974,341.4,154.92,68.29,341.55,155.12,68.4
71.61,09-18-2025 14:04:30,3.9812,39076.7438,269.7,25.73,-3.48,270.34,26.94,-2.81
71.62,09-18-2025 14:04:31,5.6799,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.65,09-18-2025 14:04:33,6.0981,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.67,09-18-2025 14:04:34,2.9541,14438.6742,290.0,62.29,16.83,290.11,62.52,16.96
71.69,09-18-2025 14:04:35,3.1811,17489.5196,285.9,54.89,12.72,286.08,55.27,12.93
71.7,09-18-2025 14:04:36,2.877,13551.578,291.4,64.78,18.21,291.46,64.96,18.31
71.72,09-18-2025 14:04:37,3.2953,19330.8891,283.8,51.1,10.61,284.02,51.57,10.87
71.75,09-18-2025 14:04:38,0.4283,936.731,362.4,192.69,89.27,363.04,193.8,89.89
71.77,09-18-2025 14:04:39,5.6094,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.78,09-18-2025 14:04:40,0.8644,2090.071,338.0,148.81,64.89,338.1,148.91,64.95
71.8,09-18-2025 14:04:41,1.7572,5419.0116,312.7,103.22,39.57,312.61,103.02,39.46
71.82,09-18-2025 14:04:42,6.1391,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.85,09-18-2025 14:04:44,4.3286,64474.0272,260.4,8.97,-12.8,261.38,10.82,-11.77
71.86,09-18-2025 14:04:45,0.0607,122.9944,441.4,334.84,168.24,446.32,343.71,173.17
71.88,09-18-2025 14:04:46,3.4269,21785.1325,281.3,46.63,8.13,281.6,47.21,8.45
71.9,09-18-2025 14:04:47,5.9383,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.91,09-18-2025 14:04:48,4.0665,43561.864,267.6,22.01,-5.55,268.34,23.35,-4.81
71.94,09-18-2025 14:04:50,5.598,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
71.96,09-18-2025 14:04:51,2.9987,14983.6045,289.2,60.84,16.02,289.32,61.1,16.17
71.98,09-18-2025 14:04:52,2.7707,12428.4393,293.3,68.21,20.11,293.34,68.34,20.19
71.99,09-18-2025 14:04:53,2.7499,12220.9877,293.6,68.88,20.49,293.7,69.0,20.55
72.01,09-18-2025 14:04:54,4.2144,53648.6594,263.7,15.01,-9.44,264.6,16.61,-8.55
72.04,09-18-2025 14:04:56,0.4999,1110.8025,357.0,182.9,83.83,357.44,183.72,84.29
72.06,09-18-2025 14:04:57,1.7094,5194.9705,313.8,105.11,40.62,313.65,104.91,40.5
72.07,09-18-2025 14:04:58,2.9777,14724.171,289.6,61.52,16.4,289.69,61.77,16.54
72.09,09-18-2025 14:04:59,1.566,4560.2796,317.0,111.01,43.9,316.93,110.81,43.78
72.11,09-18-2025 14:05:00,5.2134,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.14,09-18-2025 14:05:02,3.9242,36476.5003,271.0,28.12,-2.16,271.62,29.24,-1.53
72.15,09-18-2025 14:05:03,3.0546,15701.1598,288.2,59.03,15.02,288.33,59.33,15.18
72.17,09-18-2025 14:05:04,0.6542,1505.3284,347.6,166.08,74.49,347.87,166.5,74.72
72.19,09-18-2025 14:05:05,3.9983,39912.6529,269.3,25.0,-3.89,269.95,26.24,-3.2
72.2,09-18-2025 14:05:06,4.2981,61231.4131,261.3,10.65,-11.86,262.28,12.43,-10.87
72.23,09-18-2025 14:05:07,3.4504,22265.8708,280.8,45.82,7.68,281.16,46.42,8.01
72.25,09-18-2025 14:05:08,4.3408,65850.9529,260.0,8.28,-13.18,261.02,10.16,-12.13
72.27,09-18-2025 14:05:09,0.8631,2086.2353,338.1,148.9,64.95,338.15,149.0,65.0
72.28,09-18-2025 14:05:10,0.8471,2039.8519,338.7,150.06,65.59,338.8,150.18,65.65
72.3,09-18-2025 14:05:11,0.9069,2215.792,336.4,145.82,63.24,336.42,145.88,63.27
72.33,09-18-2025 14:05:13,3.1622,17206.2574,286.2,55.51,13.06,286.42,55.88,13.27
72.35,09-18-2025 14:05:14,4.9147,576510.2639,225.3,-54.21,-47.89,228.29,-48.75,-44.86
72.36,09-18-2025 14:05:15,1.6256,4817.5588,315.7,108.51,42.51,315.54,108.31,42.39
72.38,09-18-2025 14:05:16,1.9007,6132.6101,309.7,97.74,36.52,309.58,97.57,36.43
72.4,09-18-2025 14:05:17,5.7167,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.43,09-18-2025 14:05:19,2.5909,10754.4233,296.5,74.03,23.35,296.52,74.07,23.37
72.44,09-18-2025 14:05:20,1.5979,4696.6969,316.3,109.67,43.15,316.19,109.47,43.04
72.46,09-18-2025 14:05:21,0.4477,983.5795,360.8,189.86,87.7,361.42,190.88,88.27
72.48,09-18-2025 14:05:22,2.6938,11680.8044,294.6,70.69,21.49,294.69,70.78,21.54
72.49,09-18-2025 14:05:23,4.4996,89925.0562,254.5,-1.64,-18.69,255.75,0.68,-17.4
72.52,09-18-2025 14:05:25,5.8039,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.54,09-18-2025 14:05:26,2.5532,10434.7493,297.2,75.26,24.03,297.2,75.28,24.05
72.56,09-18-2025 14:05:27,5.5245,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.57,09-18-2025 14:05:28,3.1989,17761.3908,285.5,54.3,12.39,285.76,54.7,12.61
72.59,09-18-2025 14:05:29,2.3167,8634.1191,301.5,83.09,28.38,301.49,83.02,28.34
72.62,09-18-2025 14:05:31,4.3063,62078.5656,261.0,10.2,-12.11,262.04,12.0,-11.11
72.64,09-18-2025 14:05:32,5.6342,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.65,09-18-2025 14:05:33,2.0841,7147.1439,306.0,91.1,32.83,305.91,90.96,32.76
72.67,09-18-2025 14:05:34,2.1497,7541.9362,304.7,88.8,31.55,304.64,88.68,31.49
72.69,09-18-2025 14:05:35,1.8859,6055.8744,310.0,98.3,36.83,309.88,98.12,36.73
72.72,09-18-2025 14:05:36,2.9912,14890.327,289.3,61.09,16.16,289.45,61.34,16.3
72.73,09-18-2025 14:05:37,3.27,18901.7341,284.2,51.94,11.08,284.48,52.39,11.33
72.75,09-18-2025 14:05:38,5.4756,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.77,09-18-2025 14:05:39,0.4238,925.9765,362.8,193.36,89.65,363.42,194.49,90.27
72.78,09-18-2025 14:05:40,1.3736,3787.8736,321.8,119.62,48.68,321.72,119.43,48.57
72.81,09-18-2025 14:05:42,2.0994,7238.0357,305.7,90.56,32.53,305.61,90.42,32.46
72.83,09-18-2025 14:05:43,3.7378,29613.7658,275.1,35.46,1.92,275.57,36.35,2.42
72.85,09-18-2025 14:05:44,0.3544,762.8145,369.2,204.86,96.03,370.02,206.37,96.87
72.86,09-18-2025 14:05:45,1.1276,2911.9726,328.8,132.21,55.67,328.77,132.11,55.62
72.88,09-18-2025 14:05:46,3.7172,28976.8575,275.5,36.24,2.36,275.99,37.11,2.84
72.91,09-18-2025 14:05:48,1.7299,5289.9354,313.3,104.3,40.16,313.2,104.1,40.05
72.93,09-18-2025 14:05:49,5.5836,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
72.94,09-18-2025 14:05:50,1.6914,5112.3033,314.2,105.83,41.02,314.05,105.63,40.9
72.96,09-18-2025 14:05:51,1.4968,4272.7159,318.7,114.01,45.56,318.6,113.81,45.45
72.98,09-18-2025 14:05:52,4.1902,51747.4529,264.4,16.21,-8.77,265.24,17.76,-7.91
73.01,09-18-2025 14:05:54,4.7323,176784.9638,243.2,-22.0,-30.0,245.03,-18.62,-28.12
73.02,09-18-2025 14:05:55,5.4377,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.04,09-18-2025 14:05:56,4.4147,75424.4527,257.5,3.92,-15.6,258.7,5.98,-14.45
73.06,09-18-2025 14:05:57,0.3504,753.6999,369.6,205.59,96.44,370.44,207.12,97.29
73.07,09-18-2025 14:05:58,1.8913,6083.9583,309.9,98.09,36.72,309.77,97.91,36.62
73.1,09-18-2025 14:06:00,5.5506,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.12,09-18-2025 14:06:01,1.6731,5028.8366,314.6,106.57,41.43,314.47,106.37,41.32
73.14,09-18-2025 14:06:02,5.2976,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.15,09-18-2025 14:06:03,0.9941,2481.6676,333.2,140.11,60.06,333.2,140.09,60.05
73.17,09-18-2025 14:06:04,6.1348,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.2,09-18-2025 14:06:06,3.9911,39560.1536,269.4,25.31,-3.72,270.11,26.53,-3.04
73.22,09-18-2025 14:06:07,3.4176,21596.8245,281.5,46.95,8.31,281.77,47.52,8.62
73.23,09-18-2025 14:06:08,2.7613,12334.5152,293.4,68.51,20.28,293.5,68.63,20.35
73.25,09-18-2025 14:06:09,4.2664,58154.7112,262.2,12.34,-10.92,263.18,14.05,-9.97
73.27,09-18-2025 14:06:10,2.8009,12736.3156,292.7,67.23,19.57,292.8,67.38,19.65
73.3,09-18-2025 14:06:11,4.7096,162191.1322,244.5,-19.49,-28.6,246.34,-16.25,-26.81
73.31,09-18-2025 14:06:12,1.5722,4586.5621,316.9,110.75,43.75,316.79,110.55,43.64
73.33,09-18-2025 14:06:13,4.7751,212283.9678,240.2,-27.25,-32.92,242.28,-23.57,-30.87
73.35,09-18-2025 14:06:14,0.7498,1764.1869,342.9,157.62,69.79,343.08,157.87,69.93
73.36,09-18-2025 14:06:15,5.7864,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.39,09-18-2025 14:06:17,1.02,2562.8141,332.3,138.5,59.17,332.3,138.47,59.15
73.41,09-18-2025 14:06:18,5.5054,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.43,09-18-2025 14:06:19,0.1946,405.0152,391.6,245.16,118.42,393.35,248.36,120.2
73.44,09-18-2025 14:06:20,0.8336,2000.8401,339.3,151.06,66.14,339.37,151.19,66.22
73.46,09-18-2025 14:06:21,2.7313,12039.1746,294.0,69.48,20.82,294.03,69.59,20.88
73.49,09-18-2025 14:06:23,4.4961,89218.6531,254.6,-1.39,-18.55,255.88,0.92,-17.27
73.51,09-18-2025 14:06:24,1.0822,2762.4274,330.3,134.79,57.11,330.22,134.72,57.07
73.52,09-18-2025 14:06:25,2.4956,9965.0611,298.2,77.14,25.08,298.23,77.14,25.08
73.54,09-18-2025 14:06:26,3.7997,31655.8188,273.8,33.09,0.61,274.29,34.06,1.14
73.56,09-18-2025 14:06:27,5.8449,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.59,09-18-2025 14:06:29,3.5021,23380.6225,279.8,44.02,6.68,280.19,44.67,7.04
73.61,09-18-2025 14:06:30,3.9073,35758.7371,271.4,28.81,-1.77,271.99,29.91,-1.16
73.62,09-18-2025 14:06:31,2.424,9409.9379,299.5,79.51,26.39,299.53,79.48,26.38
73.64,09-18-2025 14:06:32,5.5997,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.66,09-18-2025 14:06:33,0.5683,1282.384,352.5,174.85,79.36,352.85,175.46,79.7
73.69,09-18-2025 14:06:35,2.0452,6921.9054,306.7,92.48,33.6,306.67,92.33,33.52
73.7,09-18-2025 14:06:36,5.7767,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.72,09-18-2025 14:06:37,5.5275,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.74,09-18-2025 14:06:38,1.1906,3125.5127,326.9,128.77,53.76,326.84,128.64,53.69
73.75,09-18-2025 14:06:39,1.2069,3181.9605,326.4,127.91,53.28,326.36,127.77,53.21
73.78,09-18-2025 14:06:40,4.8321,287729.8102,235.5,-35.76,-37.64,237.84,-31.56,-35.31
73.8,09-18-2025 14:06:41,1.6712,5020.3714,314.6,106.65,41.47,314.51,106.45,41.36
73.82,09-18-2025 14:06:42,3.0892,16167.7352,287.5,57.9,14.39,287.72,58.22,14.57
73.83,09-18-2025 14:06:43,4.0207,41059.4843,268.7,24.03,-4.43,269.43,25.3,-3.72
73.85,09-18-2025 14:06:44,0.8379,2013.2747,339.1,150.74,65.96,339.19,150.86,66.04
73.88,09-18-2025 14:06:46,2.2309,8056.2452,303.1,86.0,30.0,303.09,85.9,29.94
73.9,09-18-2025 14:06:47,5.7681,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
73.91,09-18-2025 14:06:48,1.0706,2724.67,330.6,135.47,57.48,330.6,135.4,57.45
73.93,09-18-2025 14:06:49,3.0981,16288.9816,287.4,57.61,14.23,287.56,57.94,14.41
73.95,09-18-2025 14:06:50,0.915,2239.9021,336.1,145.27,62.93,336.11,145.32,62.96
73.98,09-18-2025 14:06:52,0.2668,563.7057,379.6,223.57,106.43,380.81,225.79,107.66
73.99,09-18-2025 14:06:53,5.7272,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.01,09-18-2025 14:06:54,5.8251,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.03,09-18-2025 14:06:55,4.0749,44050.402,267.4,21.63,-5.76,268.14,22.98,-5.01
74.04,09-18-2025 14:06:56,3.8025,31753.6534,273.7,32.98,0.55,274.23,33.95,1.08
74.07,09-18-2025 14:06:58,2.2114,7929.9834,303.5,86.67,30.37,303.46,86.56,30.31
74.09,09-18-2025 14:06:59,5.4049,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.11,09-18-2025 14:07:00,0.2571,541.9901,381.0,226.07,107.82,382.26,228.4,109.11
74.12,09-18-2025 14:07:01,1.3344,3640.4713,322.9,121.48,49.71,322.77,121.31,49.62
74.14,09-18-2025 14:07:02,4.7552,194237.9372,241.6,-24.71,-31.51,243.6,-21.18,-29.55
74.17,09-18-2025 14:07:04,2.3803,9086.246,300.3,80.96,27.2,300.32,80.91,27.17
74.19,09-18-2025 14:07:05,4.6438,130375.5045,248.1,-13.02,-25.01,249.74,-10.13,-23.41
74.2,09-18-2025 14:07:06,2.0526,6963.8881,306.6,92.22,33.45,306.52,92.07,33.37
74.22,09-18-2025 14:07:07,0.0926,188.7465,422.2,300.25,149.03,425.72,306.62,152.57
74.24,09-18-2025 14:07:08,4.9974,19502195.122,182.7,-130.83,-90.46,189.68,-118.24,-83.47
74.27,09-18-2025 14:07:10,4.9954,10800810.8108,188.9,-119.61,-84.23,195.22,-108.27,-77.93
74.28,09-18-2025 14:07:11,5.4975,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.3,09-18-2025 14:07:12,1.6069,4735.6788,316.1,109.29,42.94,315.98,109.09,42.83
74.32,09-18-2025 14:07:13,0.2407,505.857,383.4,230.51,110.28,384.83,233.02,111.68
74.33,09-18-2025 14:07:14,2.0728,7081.2427,306.2,91.5,33.05,306.12,91.35,32.97
74.36,09-18-2025 14:07:15,3.6326,26566.4137,277.2,39.36,4.09,277.67,40.14,4.52
74.38,09-18-2025 14:07:16,4.8834,418954.4236,229.9,-45.9,-43.28,232.58,-41.03,-40.57
74.4,09-18-2025 14:07:17,5.2809,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.41,09-18-2025 14:07:18,0.4701,1037.6799,359.1,186.78,85.99,359.65,187.71,86.5
74.43,09-18-2025 14:07:19,3.4536,22332.3768,280.8,45.71,7.62,281.1,46.31,7.95
74.46,09-18-2025 14:07:21,3.5683,24923.8224,278.5,41.68,5.38,278.92,42.39,5.77
74.48,09-18-2025 14:07:22,1.8624,5935.9375,310.5,99.18,37.32,310.37,98.99,37.22
74.49,09-18-2025 14:07:23,1.0688,2718.601,330.7,135.58,57.54,330.66,135.51,57.51
74.51,09-18-2025 14:07:24,1.1683,3049.0809,327.6,129.97,54.43,327.51,129.85,54.36
74.53,09-18-2025 14:07:25,0.6103,1390.3325,350.0,170.4,76.89,350.32,170.91,77.17
74.56,09-18-2025 14:07:27,1.9232,6250.584,309.2,96.91,36.06,309.11,96.74,35.96
74.58,09-18-2025 14:07:28,2.0857,7157.073,305.9,91.04,32.8,305.87,90.9,32.72
74.59,09-18-2025 14:07:29,5.0889,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.61,09-18-2025 14:07:30,3.6353,26636.7467,277.2,39.27,4.04,277.62,40.05,4.47
74.63,09-18-2025 14:07:31,0.3403,730.3333,370.6,207.5,97.5,371.54,209.1,98.39
74.66,09-18-2025 14:07:33,2.0286,6826.8725,307.1,93.07,33.93,307.0,92.92,33.85
74.67,09-18-2025 14:07:34,2.5742,10611.6507,296.8,74.57,23.65,296.82,74.61,23.67
74.69,09-18-2025 14:07:35,5.1156,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.71,09-18-2025 14:07:36,5.7741,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.72,09-18-2025 14:07:37,5.7276,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.75,09-18-2025 14:07:39,3.8497,33468.8111,272.7,31.13,-0.48,273.24,32.15,0.09
74.77,09-18-2025 14:07:40,3.2657,18829.8677,284.3,52.09,11.16,284.56,52.53,11.41
74.79,09-18-2025 14:07:41,3.4275,21796.5024,281.3,46.61,8.12,281.59,47.19,8.44
74.8,09-18-2025 14:07:42,3.711,28789.7595,275.6,36.47,2.48,276.11,37.33,2.96
74.82,09-18-2025 14:07:43,5.3235,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.85,09-18-2025 14:07:44,6.0204,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.87,09-18-2025 14:07:45,2.4326,9475.1448,299.4,79.22,26.23,299.37,79.19,26.22
74.88,09-18-2025 14:07:46,5.2729,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.9,09-18-2025 14:07:47,2.4448,9568.0356,299.2,78.82,26.01,299.15,78.79,26.0
74.92,09-18-2025 14:07:48,0.5966,1354.9266,350.8,171.82,77.68,351.13,172.36,77.98
74.95,09-18-2025 14:07:50,5.6582,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
74.96,09-18-2025 14:07:51,2.289,8443.3788,302.1,84.02,28.9,302.01,83.94,28.86
74.98,09-18-2025 14:07:52,1.5148,4346.4304,318.3,113.22,45.12,318.16,113.02,45.01
75.0,09-18-2025 14:07:53,5.9576,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.01,09-18-2025 14:07:54,4.1861,51434.4955,264.5,16.41,-8.66,265.35,17.96,-7.8
75.04,09-18-2025 14:07:56,5.9314,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.06,09-18-2025 14:07:57,3.8477,33391.0072,272.7,31.21,-0.44,273.28,32.23,0.13
75.08,09-18-2025 14:07:58,0.8681,2101.0437,337.9,148.54,64.74,337.95,148.64,64.8
75.09,09-18-2025 14:07:59,5.5444,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.11,09-18-2025 14:08:00,0.9829,2446.7125,333.6,140.82,60.46,333.6,140.81,60.45
75.14,09-18-2025 14:08:02,4.6346,126845.7065,248.6,-12.19,-24.55,250.18,-9.35,-22.97
75.16,09-18-2025 14:08:03,3.2003,17781.6363,285.5,54.26,12.37,285.74,54.65,12.59
75.17,09-18-2025 14:08:04,3.6454,26910.5841,277.0,38.9,3.83,277.42,39.69,4.27
75.19,09-18-2025 14:08:05,4.4625,83023.2558,255.9,0.87,-17.29,257.08,3.07,-16.07
75.21,09-18-2025 14:08:06,4.8339,291091.4565,235.3,-36.08,-37.82,237.67,-31.86,-35.48
75.24,09-18-2025 14:08:08,4.1882,51590.5766,264.4,16.31,-8.72,265.29,17.86,-7.86
75.25,09-18-2025 14:08:09,4.7057,159887.4496,244.8,-19.07,-28.37,246.56,-15.86,-26.59
75.27,09-18-2025 14:08:10,1.7134,5213.1746,313.7,104.95,40.53,313.57,104.75,40.42
75.29,09-18-2025 14:08:11,5.4953,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.3,09-18-2025 14:08:12,4.0521,42746.0935,268.0,22.65,-5.19,268.69,23.97,-4.46
75.33,09-18-2025 14:08:14,4.5909,112230.7105,250.7,-8.48,-22.49,252.13,-5.83,-21.02
75.35,09-18-2025 14:08:15,1.2169,3216.5868,326.1,127.39,52.99,326.07,127.25,52.92
75.37,09-18-2025 14:08:16,2.9627,14542.1358,289.8,62.01,16.67,289.95,62.25,16.8
75.38,09-18-2025 14:08:17,2.6501,11277.7275,295.4,72.1,22.28,295.47,72.17,22.32
75.4,09-18-2025 14:08:18,4.3005,61479.6283,261.2,10.52,-11.93,262.21,12.3,-10.94
75.43,09-18-2025 14:08:19,2.5571,10467.6866,297.1,75.13,23.96,297.12,75.15,23.97
75.45,09-18-2025 14:08:20,2.2361,8090.5432,303.0,85.82,29.9,303.0,85.72,29.85
75.47,09-18-2025 14:08:21,3.2634,18792.5139,284.4,52.16,11.2,284.6,52.61,11.45
75.48,09-18-2025 14:08:22,1.7068,5182.8586,313.8,105.21,40.67,313.71,105.01,40.56
75.5,09-18-2025 14:08:23,5.2012,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.53,09-18-2025 14:08:25,2.0398,6890.8219,306.9,92.67,33.71,306.77,92.52,33.62
75.55,09-18-2025 14:08:26,3.1181,16569.2461,287.0,56.96,13.86,287.2,57.3,14.05
75.56,09-18-2025 14:08:27,4.2294,54887.6632,263.3,14.25,-9.86,264.2,15.88,-8.95
75.58,09-18-2025 14:08:28,1.9738,6522.4395,308.2,95.05,35.03,308.09,94.89,34.94
75.6,09-18-2025 14:08:29,4.3384,65571.5095,260.0,8.42,-13.1,261.09,10.29,-12.06
75.63,09-18-2025 14:08:31,0.2051,427.8005,389.5,241.5,116.39,391.22,244.52,118.07
75.64,09-18-2025 14:08:32,4.0539,42850.6309,267.9,22.57,-5.24,268.64,23.89,-4.51
75.66,09-18-2025 14:08:33,3.8811,34685.2483,272.0,29.88,-1.18,272.56,30.94,-0.59
75.68,09-18-2025 14:08:34,0.711,1657.7291,344.8,160.92,71.62,344.94,161.22,71.79
75.69,09-18-2025 14:08:35,6.1132,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.72,09-18-2025 14:08:37,2.6644,11407.5462,295.2,71.64,22.02,295.22,71.72,22.07
75.74,09-18-2025 14:08:38,3.0336,15426.6917,288.5,59.71,15.4,288.7,60.0,15.55
75.76,09-18-2025 14:08:39,3.0621,15800.6257,288.0,58.79,14.88,288.2,59.09,15.05
75.77,09-18-2025 14:08:40,3.7003,28470.7862,275.9,36.87,2.71,276.33,37.72,3.18
75.79,09-18-2025 14:08:41,4.2094,53241.1067,263.9,15.26,-9.3,264.73,16.85,-8.42
75.82,09-18-2025 14:08:43,0.4316,944.8108,362.1,192.19,88.99,362.75,193.28,89.6
75.84,09-18-2025 14:08:44,2.0587,6999.575,306.5,92.0,33.33,306.4,91.85,33.25
75.85,09-18-2025 14:08:45,2.7951,12676.3797,292.8,67.42,19.68,292.91,67.56,19.76
75.87,09-18-2025 14:08:46,3.1339,16793.4892,286.7,56.44,13.58,286.92,56.79,13.77
75.89,09-18-2025 14:08:47,5.9006,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.92,09-18-2025 14:08:48,3.6193,26213.8427,277.5,39.85,4.36,277.93,40.61,4.78
75.93,09-18-2025 14:08:49,3.4742,22769.4261,280.4,45.0,7.22,280.72,45.62,7.57
75.95,09-18-2025 14:08:50,4.5861,110791.1822,250.9,-8.09,-22.27,252.34,-5.46,-20.81
75.97,09-18-2025 14:08:51,5.2808,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
75.98,09-18-2025 14:08:52,2.8144,12876.7515,292.5,66.8,19.33,292.57,66.95,19.42
76.01,09-18-2025 14:08:54,2.9496,14385.0398,290.1,62.43,16.91,290.19,62.66,17.04
76.03,09-18-2025 14:08:55,4.6283,124498.9913,248.9,-11.63,-24.24,250.47,-8.82,-22.68
76.05,09-18-2025 14:08:56,4.1333,47686.7609,265.9,18.95,-7.25,266.7,20.4,-6.45
76.06,09-18-2025 14:08:57,2.3451,8832.835,301.0,82.13,27.85,300.97,82.08,27.82
76.08,09-18-2025 14:08:58,4.7874,225224.9338,239.3,-28.93,-33.85,241.4,-25.15,-31.75
76.11,09-18-2025 14:09:00,3.8805,34662.7959,272.0,29.9,-1.17,272.57,30.96,-0.58
76.13,09-18-2025 14:09:01,0.6996,1626.724,345.3,161.92,72.18,345.51,162.25,72.36
76.14,09-18-2025 14:09:02,0.5147,1147.4953,356.0,181.06,82.81,356.39,181.83,83.24
76.16,09-18-2025 14:09:03,5.1967,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
76.18,09-18-2025 14:09:04,1.1248,2902.6015,328.9,132.37,55.76,328.85,132.27,55.7
76.21,09-18-2025 14:09:06,5.3642,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
76.22,09-18-2025 14:09:07,3.3201,19763.012,283.3,50.26,10.15,283.57,50.75,10.42
76.24,09-18-2025 14:09:08,3.8556,33689.5855,272.5,30.9,-0.61,273.11,31.93,-0.04
76.26,09-18-2025 14:09:09,2.5301,10243.9395,297.6,76.01,24.45,297.61,76.03,24.46
76.27,09-18-2025 14:09:10,5.6978,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
76.31,09-18-2025 14:09:12,2.2329,8069.7039,303.1,85.93,29.96,303.06,85.83,29.91
76.32,09-18-2025 14:09:13,5.8584,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
76.34,09-18-2025 14:09:14,3.9184,36226.7422,271.1,28.36,-2.02,271.75,29.47,-1.4
76.36,09-18-2025 14:09:15,0.1862,386.7776,393.3,248.27,120.15,395.16,251.62,122.01
76.37,09-18-2025 14:09:16,2.6908,11652.6376,294.7,70.79,21.55,294.75,70.88,21.6
76.4,09-18-2025 14:09:18,2.703,11767.5229,294.5,70.39,21.33,294.53,70.49,21.38
